Age,Gender,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level,Night_Usage,Social_to_Edu_Ratio,Gaming_to_Social_Ratio,Weekend_Overuse,Phone_Obsessiveness,Sleep_Deficit,Usage_Bin,Usage_Group,Anxiety_Class,Depression_Class,Anxiety_Level_Class,Depression_Level_Class
13,0,0,6.2,6.6,54,6,0.7,4,2,6,1,1.1,135,17,2.3,0.4,1.4,0,3,6.4,10.0,5.1,1.375,0.42424242424242425,0.20000000000000018,7.5,1.4000000000000004,"(6, 8]",6–8,0,0,0,0
17,2,0,4.9,3.6,100,3,1.4,4,5,5,0,1.7,37,14,1.6,0.8,1.9,3,5,3.2,9.0,3.2,0.896551724137931,0.6923076923076923,-1.7000000000000002,2.466666666666667,4.4,"(4, 6]",4–6,0,0,0,0
16,0,5,5.5,9.0,100,7,1.6,9,3,9,0,0.2,148,20,2.6,0.1,0.9,1,1,4.8,10.0,5.3,1.8947368421052633,0.3055555555555556,-0.7000000000000002,7.0476190476190474,-1.0,"(4, 6]",4–6,1,0,1,0
13,1,5,3.2,5.5,52,4,0.1,4,4,8,1,1.1,47,11,3.4,1.5,1.2,0,7,6.2,8.5,2.1,2.0,0.5681818181818181,3.0,3.9166666666666665,2.5,"(2, 4]",2–4,0,0,0,0
19,1,1,5.4,6.1,62,3,1.1,5,6,1,0,1.5,140,18,1.1,0.9,0.8,1,7,5.6,10.0,3.9000000000000004,1.1666666666666667,0.9047619047619047,0.1999999999999993,7.368421052631579,1.9000000000000004,"(4, 6]",4–6,0,1,0,1
19,1,0,4.2,6.6,50,9,2.5,6,6,5,0,1.6,83,18,2.9,0.7,0.3,2,6,8.3,9.8,2.6,3.0,0.4358974358974359,4.1000000000000005,4.368421052631579,1.4000000000000004,"(4, 6]",4–6,1,1,1,1
16,2,4,6.5,9.0,65,6,0.3,5,8,7,0,0.0,116,16,2.0,1.9,0.1,2,9,7.1,10.0,6.5,2.727272727272727,0.9666666666666667,0.5999999999999996,6.823529411764706,-1.0,"(6, 8]",6–8,0,1,0,1
13,2,2,2.8,8.6,62,6,1.3,8,4,6,0,1.5,82,19,3.7,1.0,0.0,3,2,6.5,8.6,1.2999999999999998,4.7,0.425531914893617,3.7,4.1,-0.5999999999999996,"(2, 4]",2–4,1,0,1,0
14,0,3,4.4,6.8,76,8,2.4,9,1,10,0,0.4,74,13,3.0,2.3,0.3,0,5,7.4,10.0,4.0,3.0769230769230766,0.825,3.0,5.285714285714286,1.2000000000000002,"(4, 6]",4–6,1,0,1,0
16,2,1,7.5,6.5,67,0,1.2,10,6,9,1,0.5,51,12,1.7,0.8,0.9,3,5,4.8,10.0,7.0,1.4210526315789476,0.6666666666666666,-2.7,3.923076923076923,1.5,"(6, 8]",6–8,1,1,1,1
14,2,5,1.2,3.8,81,5,0.9,7,3,9,1,1.2,52,8,3.4,0.3,1.4,2,3,6.3,5.6,0.0,1.8333333333333335,0.2954545454545454,5.1,5.777777777777778,4.2,"(0, 2]",0–2,1,0,1,0
15,1,3,4.6,4.9,77,3,1.1,4,8,8,0,0.0,48,5,2.4,1.0,2.5,0,3,6.3,7.5,4.6,0.9714285714285714,0.5882352941176471,1.7000000000000002,8.0,3.0999999999999996,"(4, 6]",4–6,0,1,0,1
17,1,4,5.5,4.2,98,5,2.1,3,8,2,1,0.0,41,10,3.3,1.4,1.4,0,7,4.2,10.0,5.5,1.7916666666666667,0.5581395348837209,-1.2999999999999998,3.727272727272727,3.8,"(4, 6]",4–6,0,1,0,1
17,2,0,4.9,8.3,100,5,1.5,4,4,5,0,0.6,137,13,3.7,1.8,0.4,4,1,4.0,10.0,4.300000000000001,3.3571428571428577,0.5957446808510638,-0.9000000000000004,9.785714285714286,-0.3000000000000007,"(4, 6]",4–6,0,0,0,0
17,0,2,3.0,8.6,95,4,1.1,5,1,2,1,1.8,66,20,3.4,2.9,0.0,4,6,2.5,10.0,1.2,4.4,0.8863636363636362,-0.5,3.142857142857143,-0.5999999999999996,"(2, 4]",2–4,0,0,0,0
18,0,4,6.2,8.2,86,4,0.5,1,5,5,0,1.1,141,5,4.6,2.4,0.0,1,1,6.6,10.0,5.1,5.6,0.6071428571428572,0.39999999999999947,23.5,-0.1999999999999993,"(6, 8]",6–8,0,0,0,0
13,2,1,6.8,7.1,79,10,1.6,9,9,4,1,1.5,93,20,3.1,1.7,1.4,1,5,7.6,10.0,5.3,1.7083333333333333,0.6585365853658538,0.7999999999999998,4.428571428571429,0.9000000000000004,"(6, 8]",6–8,1,1,1,1
15,1,1,3.9,6.8,67,8,1.0,3,3,10,1,2.0,108,5,3.0,0.0,0.9,1,9,5.5,6.7,1.9,2.1052631578947367,0.25,1.6,18.0,1.2000000000000002,"(2, 4]",2–4,0,0,0,0
13,0,2,5.6,5.6,71,3,1.3,10,2,9,0,0.7,76,19,1.7,0.3,1.2,2,3,5.8,10.0,4.8999999999999995,1.2272727272727273,0.48148148148148145,0.20000000000000018,3.8,2.4000000000000004,"(4, 6]",4–6,1,0,1,0
14,0,5,3.8,7.5,79,5,0.0,8,10,3,1,0.9,75,8,1.9,3.0,1.2,2,4,5.6,8.0,2.9,1.3181818181818181,1.3793103448275863,1.7999999999999998,8.333333333333334,0.5,"(2, 4]",2–4,1,1,1,1
18,0,3,6.2,7.0,61,10,1.3,4,5,7,1,0.2,150,11,2.2,1.3,0.1,3,4,8.2,10.0,6.0,2.909090909090909,0.7187499999999999,1.9999999999999991,12.5,1.0,"(6, 8]",6–8,0,0,0,0
15,2,5,6.0,4.2,87,5,0.2,6,5,2,1,0.0,86,11,2.8,0.1,1.3,2,6,4.4,10.0,6.0,1.6521739130434783,0.2894736842105263,-1.5999999999999996,7.166666666666667,3.8,"(4, 6]",4–6,1,0,1,0
15,2,2,6.5,6.9,95,5,2.4,10,8,4,0,1.1,48,10,1.6,1.7,0.4,0,5,5.4,9.3,5.4,1.8571428571428574,1.0384615384615385,-1.0999999999999996,4.363636363636363,1.0999999999999996,"(6, 8]",6–8,1,1,1,1
14,1,4,8.9,5.8,61,1,0.9,8,7,5,1,0.6,79,20,3.4,1.4,0.3,1,8,7.1,10.0,8.3,3.3846153846153846,0.5454545454545454,-1.8000000000000007,3.761904761904762,2.2,"(8, 10]",8–10,1,1,1,1
16,1,4,6.5,7.7,54,1,1.3,6,4,5,0,1.9,36,19,2.0,1.7,0.8,1,6,5.5,10.0,4.6,1.6666666666666665,0.9,-1.0,1.8,0.2999999999999998,"(6, 8]",6–8,1,0,1,0
18,0,0,4.4,6.1,85,4,0.0,4,2,2,0,0.2,79,11,2.8,1.6,1.1,2,4,2.7,9.5,4.2,1.8095238095238093,0.6842105263157895,-1.7000000000000002,6.583333333333333,1.9000000000000004,"(4, 6]",4–6,0,0,0,0
15,0,2,4.1,5.8,75,7,0.3,9,10,9,1,1.2,120,6,1.9,0.0,1.0,0,7,4.0,6.7,2.8999999999999995,1.45,0.3448275862068966,-0.09999999999999964,17.142857142857142,2.2,"(4, 6]",4–6,1,1,1,1
19,1,0,7.7,3.1,98,7,0.1,8,6,9,0,1.0,105,11,3.2,1.7,2.0,2,7,6.1,10.0,6.7,1.4000000000000001,0.6428571428571429,-1.6000000000000005,8.75,4.9,"(6, 8]",6–8,1,1,1,1
14,1,3,4.9,5.9,59,4,0.5,4,1,6,0,0.7,140,14,2.3,0.2,0.9,1,5,8.3,10.0,4.2,1.736842105263158,0.36363636363636365,3.4000000000000004,9.333333333333334,2.0999999999999996,"(4, 6]",4–6,0,0,0,0
15,2,5,6.0,5.6,67,5,1.1,3,1,3,0,1.2,63,7,1.4,2.5,0.1,2,3,6.2,9.8,4.8,2.1818181818181817,1.4583333333333335,0.20000000000000018,7.875,2.4000000000000004,"(4, 6]",4–6,0,0,0,0
16,1,4,4.2,6.1,84,9,0.0,9,1,10,1,0.7,90,6,0.9,0.0,1.8,0,4,5.7,5.0,3.5,0.6785714285714286,0.5263157894736842,1.5,12.857142857142858,1.9000000000000004,"(4, 6]",4–6,1,0,1,0
19,0,2,7.2,4.7,93,4,0.0,9,5,1,1,1.0,99,13,4.4,1.8,1.3,0,9,4.6,10.0,6.2,2.347826086956522,0.5185185185185185,-2.6000000000000005,7.071428571428571,3.3,"(6, 8]",6–8,1,0,1,0
13,0,3,5.3,4.0,99,5,0.5,1,2,7,1,1.1,53,16,1.8,2.2,2.4,3,5,6.7,10.0,4.199999999999999,0.8235294117647058,1.142857142857143,1.4000000000000004,3.1176470588235294,4.0,"(4, 6]",4–6,0,0,0,0
13,0,2,5.3,5.8,80,8,2.5,6,5,7,0,0.7,29,13,3.2,2.9,2.3,3,6,4.7,10.0,4.6,1.272727272727273,0.9285714285714285,-0.5999999999999996,2.0714285714285716,2.2,"(4, 6]",4–6,1,0,1,0
17,2,0,5.0,5.8,65,5,2.7,6,7,7,0,1.5,49,15,1.0,0.6,1.0,3,2,7.4,7.7,3.5,1.0,0.8,2.4000000000000004,3.0625,2.2,"(4, 6]",4–6,1,1,1,1
15,0,0,4.3,7.1,95,1,1.6,5,10,10,0,2.1,88,17,2.8,3.0,1.5,0,1,4.9,10.0,2.1999999999999997,1.52,1.0526315789473684,0.6000000000000005,4.888888888888889,0.9000000000000004,"(4, 6]",4–6,0,1,0,1
16,0,4,5.8,5.1,96,10,1.9,8,8,4,0,1.6,52,11,3.7,0.7,1.0,1,9,5.7,10.0,4.199999999999999,2.35,0.36170212765957444,-0.09999999999999964,4.333333333333333,2.9000000000000004,"(4, 6]",4–6,1,1,1,1
19,2,2,5.1,7.5,79,5,2.0,2,1,3,1,0.8,82,16,1.2,2.1,0.7,0,1,7.0,9.5,4.3,1.2941176470588236,1.409090909090909,1.9000000000000004,4.823529411764706,0.5,"(4, 6]",4–6,0,0,0,0
16,2,0,4.8,6.1,79,6,1.3,7,10,2,1,1.1,78,8,2.2,1.9,0.1,3,4,5.6,9.0,3.6999999999999997,2.909090909090909,0.9062499999999999,0.7999999999999998,8.666666666666666,1.9000000000000004,"(4, 6]",4–6,1,1,1,1
15,2,1,1.6,6.7,81,3,1.5,6,3,3,1,1.1,130,5,2.5,1.6,0.4,1,2,8.1,6.0,0.5,2.5,0.7428571428571429,6.5,21.666666666666668,1.2999999999999998,"(0, 2]",0–2,1,0,1,0
13,0,3,5.7,4.6,61,5,0.1,6,5,9,0,0.5,73,14,2.1,1.3,1.4,4,2,8.8,10.0,5.2,1.2916666666666667,0.7419354838709676,3.1000000000000005,4.866666666666666,3.4000000000000004,"(4, 6]",4–6,1,0,1,0
17,1,1,6.3,4.7,60,1,1.5,6,2,7,0,1.2,76,10,3.7,0.5,1.0,3,5,7.0,10.0,5.1,2.35,0.3191489361702127,0.7000000000000002,6.909090909090909,3.3,"(6, 8]",6–8,1,0,1,0
14,2,2,5.5,6.9,89,10,0.1,9,3,10,0,1.7,126,10,3.9,0.2,0.5,2,7,5.8,10.0,3.8,3.266666666666667,0.24489795918367344,0.2999999999999998,11.454545454545455,1.0999999999999996,"(4, 6]",4–6,1,0,1,0
14,2,5,4.3,6.7,72,8,0.9,4,7,8,0,0.9,92,17,2.4,0.8,0.8,2,7,6.6,9.4,3.4,1.8888888888888888,0.5294117647058824,2.3,5.111111111111111,1.2999999999999998,"(4, 6]",4–6,0,1,0,1
17,2,3,5.8,5.4,65,6,1.0,7,10,1,0,1.0,81,10,4.1,1.3,1.8,2,2,7.6,10.0,4.8,1.8214285714285714,0.45098039215686275,1.7999999999999998,7.363636363636363,2.5999999999999996,"(4, 6]",4–6,1,1,1,1
18,1,2,5.4,7.7,88,2,2.2,1,8,7,0,1.5,105,12,2.9,2.8,0.8,3,9,9.5,10.0,3.9000000000000004,2.1666666666666665,0.9743589743589743,4.1,8.076923076923077,0.2999999999999998,"(4, 6]",4–6,0,1,0,1
15,1,2,3.6,5.5,73,8,1.8,6,4,10,1,1.0,52,16,1.4,0.1,1.7,0,8,3.5,6.6,2.6,0.8888888888888888,0.45833333333333337,-0.10000000000000009,3.0588235294117645,2.5,"(2, 4]",2–4,1,0,1,0
16,2,3,3.8,6.0,77,1,1.7,8,6,1,1,0.5,65,16,4.0,0.9,1.2,3,5,3.8,10.0,3.3,2.2727272727272725,0.38,0.0,3.823529411764706,2.0,"(2, 4]",2–4,1,1,1,1
14,1,2,7.4,5.6,64,7,1.3,1,3,10,1,1.3,65,19,1.8,3.6,2.1,3,6,2.3,10.0,6.1000000000000005,0.9032258064516128,1.6428571428571428,-5.1000000000000005,3.25,2.4000000000000004,"(6, 8]",6–8,0,0,0,0
18,1,0,5.1,6.2,69,7,1.1,10,1,9,1,0.0,101,16,3.6,2.8,0.5,1,8,5.4,10.0,5.1,3.0666666666666664,0.8260869565217391,0.3000000000000007,5.9411764705882355,1.7999999999999998,"(4, 6]",4–6,1,0,1,0
13,1,5,4.9,9.0,62,10,2.1,8,1,4,0,1.0,84,5,1.6,1.9,1.8,1,9,8.2,6.6,3.9000000000000004,0.9285714285714287,1.1153846153846154,3.299999999999999,14.0,-1.0,"(4, 6]",4–6,1,0,1,0
15,1,0,6.1,4.3,51,5,0.8,10,7,6,1,0.3,27,10,1.7,1.2,0.4,0,1,6.6,9.4,5.8,1.9285714285714288,0.8148148148148149,0.5,2.4545454545454546,3.7,"(6, 8]",6–8,1,1,1,1
14,1,3,0.8,9.2,92,9,0.0,5,2,1,1,0.9,40,6,1.9,1.9,0.8,4,8,5.8,2.0,-0.09999999999999998,1.611111111111111,1.0,5.0,5.714285714285714,-1.1999999999999993,"(0, 2]",0–2,0,0,0,0
17,0,0,3.8,7.5,63,9,1.7,10,10,2,1,1.0,148,10,3.1,0.0,1.2,4,5,7.3,8.1,2.8,1.8636363636363633,0.24390243902439027,3.5,13.454545454545455,0.5,"(2, 4]",2–4,1,1,1,1
19,1,4,4.4,7.3,83,6,1.8,7,4,4,0,1.5,133,11,2.4,3.1,0.0,4,2,4.3,10.0,2.9000000000000004,3.4,1.2058823529411764,-0.10000000000000053,11.083333333333334,0.7000000000000002,"(4, 6]",4–6,1,0,1,0
19,1,1,6.2,3.3,75,6,0.8,9,9,4,0,0.7,28,14,3.2,1.5,2.5,4,2,4.2,10.0,5.5,1.2,0.5952380952380952,-2.0,1.8666666666666667,4.7,"(6, 8]",6–8,1,1,1,1
18,0,3,7.1,6.9,90,4,0.0,10,1,1,0,1.7,56,15,1.1,1.0,1.4,0,5,5.5,9.9,5.3999999999999995,0.8750000000000001,0.9523809523809523,-1.5999999999999996,3.5,1.0999999999999996,"(6, 8]",6–8,1,0,1,0
19,0,2,3.4,8.5,54,10,2.5,8,5,9,0,0.9,42,6,2.2,2.0,1.0,1,4,6.4,5.4,2.5,1.6,0.9375,3.0000000000000004,6.0,-0.5,"(2, 4]",2–4,1,0,1,0
18,0,2,7.1,8.1,55,7,0.6,9,10,9,0,0.6,56,11,3.3,0.8,1.1,0,5,5.2,10.0,6.5,2.0476190476190474,0.4186046511627907,-1.8999999999999995,4.666666666666667,-0.09999999999999964,"(6, 8]",6–8,1,1,1,1
16,2,3,8.1,6.4,71,8,1.5,2,6,6,1,0.7,81,10,4.1,1.0,1.0,0,2,6.3,10.0,7.3999999999999995,2.55,0.3921568627450981,-1.7999999999999998,7.363636363636363,1.5999999999999996,"(8, 10]",8–10,0,1,0,1
18,1,3,7.4,5.4,76,4,1.8,10,2,5,0,1.2,42,19,2.3,0.9,0.7,2,8,5.9,10.0,6.2,1.9411764705882353,0.5757575757575758,-1.5,2.1,2.5999999999999996,"(6, 8]",6–8,1,0,1,0
17,1,0,4.2,6.1,80,4,1.4,10,7,8,1,0.8,135,16,1.3,0.9,2.0,1,3,5.2,9.3,3.4000000000000004,0.7666666666666666,0.8260869565217391,1.0,7.9411764705882355,1.9000000000000004,"(4, 6]",4–6,1,1,1,1
15,1,5,6.6,5.9,54,10,1.0,2,1,8,0,1.2,95,19,1.5,2.6,0.3,2,10,6.5,10.0,5.3999999999999995,1.923076923076923,1.44,-0.09999999999999964,4.75,2.0999999999999996,"(6, 8]",6–8,0,0,0,0
16,1,3,5.7,9.7,51,1,0.9,7,2,10,1,1.1,82,11,4.5,0.4,0.8,1,2,2.2,9.6,4.6,3.0555555555555554,0.2545454545454545,-3.5,6.833333333333333,-1.6999999999999993,"(4, 6]",4–6,1,0,1,0
16,1,4,5.2,7.1,61,1,0.4,2,5,7,0,0.7,32,10,4.2,2.1,0.2,0,4,4.4,10.0,4.5,4.333333333333334,0.5961538461538461,-0.7999999999999998,2.909090909090909,0.9000000000000004,"(4, 6]",4–6,0,0,0,0
18,0,1,2.6,7.3,65,2,1.7,10,8,8,1,1.2,53,11,2.8,1.7,0.2,0,3,5.0,6.7,1.4000000000000001,3.1666666666666665,0.7105263157894738,2.4,4.416666666666667,0.7000000000000002,"(2, 4]",2–4,1,1,1,1
17,0,2,5.5,8.1,83,0,2.2,1,9,10,0,1.3,75,15,2.3,1.1,2.1,3,9,8.5,9.4,4.2,1.064516129032258,0.6363636363636365,3.0,4.6875,-0.09999999999999964,"(4, 6]",4–6,0,1,0,1
18,1,5,3.4,7.2,57,4,1.2,3,10,1,1,1.8,41,19,1.0,0.4,1.4,1,1,4.9,5.8,1.5999999999999999,0.8333333333333334,0.7,1.5000000000000004,2.05,0.7999999999999998,"(2, 4]",2–4,0,1,0,1
19,1,1,7.0,7.9,61,5,0.4,5,5,9,0,2.1,143,17,2.5,3.7,1.0,1,10,8.3,10.0,4.9,1.75,1.342857142857143,1.3000000000000007,7.944444444444445,0.09999999999999964,"(6, 8]",6–8,0,0,0,0
18,0,5,8.6,5.5,88,6,0.8,3,6,8,1,0.9,60,11,3.8,0.2,1.3,2,1,6.0,10.0,7.699999999999999,2.0869565217391304,0.25,-2.5999999999999996,5.0,2.5,"(8, 10]",8–10,0,1,0,1
16,0,0,7.1,5.6,79,9,0.5,2,3,9,1,0.7,141,11,2.7,1.8,1.5,3,4,6.3,10.0,6.3999999999999995,1.48,0.7567567567567567,-0.7999999999999998,11.75,2.4000000000000004,"(6, 8]",6–8,0,0,0,0
18,2,2,1.7,7.2,86,9,0.1,10,9,3,0,0.4,58,15,2.5,1.9,0.4,1,3,6.5,6.7,1.2999999999999998,2.5,0.8285714285714285,4.8,3.625,0.7999999999999998,"(0, 2]",0–2,1,1,1,1
14,2,1,4.3,7.9,80,5,1.1,9,7,8,0,1.5,72,15,1.3,0.2,1.6,1,3,4.2,6.3,2.8,0.8846153846153845,0.5217391304347826,-0.09999999999999964,4.5,0.09999999999999964,"(4, 6]",4–6,1,1,1,1
16,2,2,6.4,8.5,98,1,2.6,7,10,8,1,0.9,55,20,2.2,0.8,1.0,1,6,5.0,10.0,5.5,1.6,0.5625,-1.4000000000000004,2.619047619047619,-0.5,"(6, 8]",6–8,1,1,1,1
16,0,0,4.1,6.4,54,9,0.5,10,2,8,0,1.2,149,18,2.1,0.4,0.8,4,8,6.2,10.0,2.8999999999999995,1.7222222222222223,0.4516129032258064,2.1000000000000005,7.842105263157895,1.5999999999999996,"(4, 6]",4–6,1,0,1,0
18,2,2,3.6,6.8,71,10,1.5,3,2,9,0,2.0,30,11,3.8,3.1,1.0,3,2,2.3,9.9,1.6,2.4,0.8541666666666666,-1.3000000000000003,2.5,1.2000000000000002,"(2, 4]",2–4,0,0,0,0
15,2,5,7.1,4.7,85,8,2.8,9,2,9,0,0.4,88,8,2.8,2.3,1.1,1,4,10.3,10.0,6.699999999999999,1.8095238095238093,0.868421052631579,3.200000000000001,9.777777777777779,3.3,"(6, 8]",6–8,1,0,1,0
17,1,0,5.2,4.5,59,5,1.2,8,3,9,0,1.0,22,10,3.5,0.9,1.0,3,2,7.0,9.8,4.2,2.25,0.4222222222222222,1.7999999999999998,2.0,3.5,"(4, 6]",4–6,1,0,1,0
13,0,5,2.5,8.3,55,2,0.0,4,3,2,0,1.1,32,5,3.2,1.7,0.7,3,1,4.5,4.9,1.4,2.4705882352941178,0.6428571428571429,2.0,5.333333333333333,-0.3000000000000007,"(2, 4]",2–4,0,0,0,0
18,1,5,7.0,5.0,88,1,0.5,5,8,3,0,0.8,142,9,0.5,1.7,0.7,4,2,4.5,10.0,6.2,0.8823529411764706,1.8,-2.5,14.2,3.0,"(6, 8]",6–8,0,1,0,1
17,0,2,5.2,7.8,83,7,1.2,10,1,3,1,1.3,117,8,1.3,2.7,1.6,3,1,7.1,9.2,3.9000000000000004,0.8846153846153845,1.6086956521739133,1.8999999999999995,13.0,0.20000000000000018,"(4, 6]",4–6,1,0,1,0
19,0,0,5.9,6.8,53,4,0.5,10,7,2,1,1.7,137,9,3.7,0.0,0.2,3,8,7.0,10.0,4.2,3.916666666666667,0.2127659574468085,1.0999999999999996,13.7,1.2000000000000002,"(4, 6]",4–6,1,1,1,1
17,0,4,6.7,6.3,67,10,1.1,7,4,3,0,0.9,99,12,2.1,3.2,0.4,2,6,4.5,10.0,5.8,2.2142857142857144,1.3548387096774195,-2.2,7.615384615384615,1.7000000000000002,"(6, 8]",6–8,1,0,1,0
15,1,3,2.3,4.9,84,9,1.4,1,3,3,0,1.4,42,12,0.9,0.1,1.1,1,1,6.7,4.1,0.8999999999999999,0.9047619047619047,0.5789473684210527,4.4,3.230769230769231,3.0999999999999996,"(2, 4]",2–4,0,0,0,0
13,1,3,2.9,6.3,57,5,1.5,2,10,5,1,1.0,149,12,0.3,1.8,0.0,3,10,5.4,7.2,1.9,1.3,2.1538461538461537,2.5000000000000004,11.461538461538462,1.7000000000000002,"(2, 4]",2–4,0,1,0,1
17,2,0,4.9,6.9,71,0,0.1,3,7,4,1,0.8,33,12,2.4,2.3,0.4,4,7,7.2,9.2,4.1000000000000005,2.428571428571429,0.9705882352941176,2.3,2.5384615384615383,1.0999999999999996,"(4, 6]",4–6,0,1,0,1
18,1,2,5.2,8.2,67,3,1.8,1,3,9,0,1.6,62,13,2.2,1.7,0.6,1,2,3.9,8.8,3.6,2.0,0.84375,-1.3000000000000003,4.428571428571429,-0.1999999999999993,"(4, 6]",4–6,0,0,0,0
15,1,1,6.1,6.7,66,7,1.3,3,8,4,0,0.8,48,12,1.4,2.6,0.3,0,1,3.1,10.0,5.3,1.846153846153846,1.5,-2.9999999999999996,3.6923076923076925,1.2999999999999998,"(6, 8]",6–8,0,1,0,1
18,1,3,3.5,6.0,66,1,0.4,4,7,8,0,1.2,100,8,3.0,0.6,0.6,3,5,8.7,7.7,2.3,2.5,0.4,5.199999999999999,11.11111111111111,2.0,"(2, 4]",2–4,0,1,0,1
13,2,3,2.9,6.4,68,4,1.0,4,10,4,0,0.2,25,19,2.6,1.6,0.4,1,3,7.3,8.2,2.6999999999999997,2.5714285714285716,0.7222222222222222,4.4,1.25,1.5999999999999996,"(2, 4]",2–4,0,1,0,1
19,1,3,6.7,6.1,65,4,2.5,1,9,7,1,1.0,118,10,2.7,2.6,1.0,2,8,4.1,10.0,5.7,1.85,0.9729729729729729,-2.6000000000000005,10.727272727272727,1.9000000000000004,"(6, 8]",6–8,0,1,0,1
14,1,0,1.6,5.7,59,2,1.4,8,9,4,0,2.3,46,15,1.7,1.7,0.7,2,10,6.3,6.1,-0.6999999999999997,1.5882352941176472,1.0,4.699999999999999,2.875,2.3,"(0, 2]",0–2,1,1,1,1
16,2,4,1.2,10.0,79,0,1.1,10,10,9,0,0.6,68,17,3.8,3.7,1.4,1,2,9.7,8.5,0.6,2.0,0.9791666666666667,8.5,3.7777777777777777,-2.0,"(0, 2]",0–2,1,1,1,1
16,1,0,3.1,7.3,78,4,1.1,6,8,6,0,1.6,39,16,3.1,2.4,0.1,4,9,5.7,8.9,1.5,3.7272727272727266,0.8292682926829269,2.6,2.2941176470588234,0.7000000000000002,"(2, 4]",2–4,1,1,1,1
15,0,2,10.2,7.2,95,1,0.4,2,8,4,0,1.2,53,7,3.5,0.1,0.3,3,8,5.7,10.0,9.0,3.4615384615384612,0.24444444444444446,-4.499999999999999,6.625,0.7999999999999998,"(10, 12]",10–12,0,1,0,1
16,0,1,6.3,6.2,52,9,2.6,3,3,6,0,1.5,43,14,2.4,1.4,1.5,2,5,5.4,10.0,4.8,1.3599999999999999,0.7058823529411765,-0.8999999999999995,2.8666666666666667,1.7999999999999998,"(6, 8]",6–8,0,0,0,0
15,1,3,8.1,7.1,84,0,2.2,7,8,3,0,1.3,71,6,2.9,0.6,0.0,4,2,5.3,10.0,6.8,3.9,0.4102564102564103,-2.8,10.142857142857142,0.9000000000000004,"(8, 10]",8–10,1,1,1,1
14,1,0,4.2,8.7,79,4,0.6,4,4,5,0,1.0,124,14,3.4,2.2,1.0,1,10,7.3,10.0,3.2,2.2,0.7272727272727273,3.0999999999999996,8.266666666666667,-0.6999999999999993,"(4, 6]",4–6,0,0,0,0
13,2,1,5.0,6.4,79,9,1.1,9,9,9,1,0.8,125,18,4.9,1.7,1.0,3,1,5.1,10.0,4.2,2.95,0.4576271186440678,0.09999999999999964,6.578947368421052,1.5999999999999996,"(4, 6]",4–6,1,1,1,1
16,1,1,2.9,5.1,90,3,1.1,8,9,7,1,0.7,129,9,1.3,0.8,1.7,3,8,9.0,6.8,2.2,0.8518518518518517,0.782608695652174,6.1,12.9,2.9000000000000004,"(2, 4]",2–4,1,1,1,1
19,0,3,6.7,4.6,100,2,1.7,7,8,6,1,1.4,109,18,3.5,1.0,0.3,1,10,8.9,10.0,5.300000000000001,3.4615384615384612,0.4444444444444444,2.2,5.7368421052631575,3.4000000000000004,"(6, 8]",6–8,1,1,1,1
15,0,2,6.8,7.9,98,0,0.6,1,8,8,0,0.7,55,6,1.7,1.0,1.3,1,9,4.1,7.8,6.1,1.173913043478261,0.7407407407407407,-2.7,7.857142857142857,0.09999999999999964,"(6, 8]",6–8,0,1,0,1
19,1,1,5.4,5.0,64,1,0.0,5,1,3,0,0.8,96,5,3.1,1.8,0.5,3,1,5.8,10.0,4.6000000000000005,2.733333333333333,0.6829268292682927,0.39999999999999947,16.0,3.0,"(4, 6]",4–6,0,0,0,0
17,2,5,4.8,7.6,61,3,0.0,8,1,5,0,1.1,149,13,4.1,2.4,1.5,0,7,9.1,10.0,3.6999999999999997,2.04,0.6666666666666667,4.3,10.642857142857142,0.40000000000000036,"(4, 6]",4–6,1,0,1,0
13,2,4,7.7,9.2,55,2,0.9,10,1,5,0,1.0,134,9,2.6,3.0,1.6,3,1,7.2,10.0,6.7,1.3846153846153846,1.1111111111111112,-0.5,13.4,-1.1999999999999993,"(6, 8]",6–8,1,0,1,0
18,2,4,7.5,6.7,80,2,0.9,1,5,9,0,1.5,121,10,2.7,1.6,0.2,0,5,2.9,10.0,6.0,3.0833333333333335,0.7027027027027027,-4.6,11.0,1.2999999999999998,"(6, 8]",6–8,0,0,0,0
18,1,0,5.3,8.2,67,6,0.9,5,7,1,1,0.4,82,9,4.4,2.1,0.0,3,1,3.7,10.0,4.8999999999999995,5.4,0.5740740740740741,-1.5999999999999996,8.2,-0.1999999999999993,"(4, 6]",4–6,0,1,0,1
13,2,4,4.4,4.9,65,8,1.8,8,5,4,0,0.2,58,16,2.5,0.7,0.0,2,8,3.0,9.5,4.2,3.5,0.4857142857142857,-1.4000000000000004,3.411764705882353,3.0999999999999996,"(4, 6]",4–6,1,0,1,0
13,1,0,7.3,5.0,53,8,1.0,7,4,2,1,0.8,84,12,1.6,1.0,1.1,2,7,5.6,10.0,6.5,1.2380952380952381,0.7692307692307692,-1.7000000000000002,6.461538461538462,3.0,"(6, 8]",6–8,1,0,1,0
